k,EventType,EventID,rMATS,SUPPA2,ESGq
13,SE,chr2R:24070243-24071990-24072225-24072704,-0.015,nan,-0.011731438557144314
13,SE,chrX:20233444-20234327-20234391-20234774,-0.048,nan,-0.5591658885776533
13,SE,chr2R:17051165-17051821-17053145-17053268,-0.127,nan,-0.14870106352947965
13,SE,chr2R:15766714-15773040-15773254-15773815,0.069,nan,nan
13,SE,chr2R:17529192-17529981-17530135-17531046,-0.131,nan,-0.1258152900570229
13,SE,chrX:22498620-22500994-22501522-22501671,-0.267,nan,nan
13,SE,chrX:2167168-2168068-2168234-2170788,0.078,nan,0.08726737172886523
13,SE,chr3R:4710353-4710615-4710721-4710897,-0.046,-0.2036552986,-0.1443425116850852
13,SE,chr2R:24772796-24772940-24773004-24773211,0.344,0.3151650611,0.33217063448643636
13,SE,chr2R:2553878-2564443-2564670-2565118,-0.321,nan,-0.38290322718169284
13,SE,chrX:16606009-16606861-16607000-16607932,-0.551,-0.5058154435,-0.525049482959641
13,SE,chr2R:11268136-11268195-11268229-11268284,nan,0.6130328489,0.5555555555555556
13,SE,chr3R:11679185-11679353-11679399-11679566,0.339,0.3884116749,0.5725258806060227
13,SE,chr2R:17520929-17521831-17521907-17524083,0.373,nan,nan
13,SE,chr2R:15765448-15773040-15773254-15773815,0.225,nan,0.09365472679253306
13,SE,chr2L:19926513-19926620-19926648-19928622,0.376,nan,0.2707070707070707
13,SE,chr2R:18288389-18288559-18288728-18289534,0.709,nan,0.7356946826758148
13,SE,chr2R:23700591-23700800-23700870-23702110,-0.515,-0.3631015778,-0.4979861123335204
13,SE,chr3R:6005127-6005949-6006103-6008036,-0.016,nan,-0.036606412513874545
13,SE,chr3L:16959885-16961499-16961603-16962334,-0.032,nan,nan
13,SE,chr2R:18701486-18701920-18702188-18702527,0.181,nan,0.10615203761755487
13,SE,chrX:2445594-2445860-2446182-2446410,0.021,nan,0.008064974626737017
13,SE,chr2L:16775382-16775682-16775854-16776849,0.443,nan,nan
13,SE,chr2R:10511005-10515834-10516052-10532038,-0.46,nan,nan
13,SE,chr3R:18769114-18792050-18792121-18795010,-0.03,nan,nan
13,SE,chr2R:2495024-2515642-2515909-2565118,-0.18,nan,nan
13,SE,chr2R:17520929-17521705-17521901-17524083,0.177,nan,0.09959241538188912
13,SE,chr2R:17522961-17523499-17523572-17523823,-0.113,-0.531094353,-0.23931623931623933
13,SE,chr2R:24008146-24008700-24008799-24010922,0.164,nan,nan
13,SE,chr3R:27568592-27580156-27580326-27581588,-0.503,nan,nan
13,SE,chr3R:26598713-26601246-26602940-26603559,-0.09,nan,-0.061029546409297974
13,SE,chr2R:6926822-6927389-6928263-6928508,nan,-0.2997714749,-0.03169346737421854
13,SE,chr2R:19218639-19220743-19220783-19224052,0.131,nan,nan
13,SE,chr3L:16115831-16116031-16116242-16117544,0.292,0.1906668677,0.29648991217751675
13,SE,chr4:1116080-1116325-1116457-1117850,0.027,nan,nan
13,SE,chr4:1185835-1186328-1186635-1187521,0.085,nan,nan
13,SE,chrX:9099462-9100512-9100658-9101095,-0.325,nan,nan
13,SE,chr2R:14179932-14180421-14180820-14181210,0.305,0.2307147261,0.053475989040637856
13,SE,chr2L:28241-28410-28640-28732,-0.127,nan,nan
13,SE,chrX:14924414-14925645-14925685-14926765,-0.22,nan,-0.4119458368142579
13,SE,chr3R:19218765-19218968-19219047-19219188,0.064,nan,nan
13,SE,chr3R:25754486-25758791-25759286-25761241,-0.174,nan,nan
13,SE,chr2R:24139862-24154687-24155043-24155803,-0.44,nan,-0.4152329586027304
13,SE,chrX:21374460-21374657-21374741-21376119,-0.134,nan,-0.048087954300197
13,SE,chr2R:12608179-12609228-12609637-12610578,0.23,0.2099652663,0.29790470582680617
13,SE,chrX:21628710-21628843-21629793-21629973,-0.388,nan,-0.2798062152900863
13,SE,chr2R:12617201-12617455-12617585-12617794,-0.735,nan,-0.7071814191945225
13,SE,chr2R:23714900-23722209-23722876-23729048,nan,0.1116868868,-0.0027322077834975866
13,SE,chr3L:16066830-16068112-16068944-16070119,0.572,0.3536853025,0.5552794599678936
13,SE,chr3R:5707942-5708020-5708183-5708498,-0.404,nan,-0.4403312629399586
13,SE,chr3L:24724431-24725823-24726293-24728296,0.221,nan,0.26265859744120623
13,SE,chr3L:6754808-6755072-6755124-6755419,0.202,0.2830697432,0.09165583819218726
13,SE,chr2R:19538212-19546011-19546060-19546448,-0.013,nan,-0.006572916666666667
13,SE,chr2R:17109277-17109942-17110075-17110166,0.123,nan,0.11963391810175361
13,SE,chrX:731187-731642-731778-737168,-0.315,nan,nan
13,SE,chr3L:20828341-20829384-20829541-20832845,nan,0.3035578145,-0.24579496432931353
13,SE,chr4:467995-469156-469331-471013,0.213,nan,nan
13,SE,chr2R:21395046-21398064-21398581-21398886,0.206,nan,0.2815668575372222
13,SE,chr3R:4445416-4446165-4446247-4446424,0.064,nan,0.08655338271919405
13,SE,chrX:6577113-6577943-6578292-6585692,-0.384,nan,-0.2819841409253936
13,SE,chr3R:17648096-17651321-17651382-17660646,nan,0.3943592395,0.0
13,SE,chr3R:4444563-4446165-4446247-4446424,0.095,nan,nan
13,SE,chr4:210681-211638-211795-211853,-0.154,nan,nan
13,SE,chr2L:19437846-19438008-19438134-19441158,0.073,nan,nan
13,SE,chr3R:24254125-24254633-24254679-24254993,0.041,nan,0.06203364466254779
13,SE,chr4:472678-473146-473720-474452,-0.187,nan,nan
13,SE,chrX:8224048-8224784-8226084-8227870,0.569,nan,0.5162618083670715
13,SE,chr3R:31969786-31972501-31972554-31979522,0.037,nan,nan
13,SE,chr2L:16179547-16180138-16180247-16181803,-0.248,nan,-0.21515151515151504
13,SE,chr3L:8934141-8934230-8934309-8934404,0.075,-0.4283998709,0.10286463984055427
13,SE,chr2R:8731812-8731921-8731964-8732159,-0.251,-0.2375250313,-0.24588519705655237
13,SE,chrX:11717265-11717989-11718235-11718367,-0.014,nan,-0.03441601730305288
13,SE,chr3L:3183800-3183932-3184038-3184251,0.18,nan,nan
13,SE,chr3L:2051997-2052654-2061532-2062046,nan,0.6870064664,nan
13,SE,chr2L:6122411-6122697-6122854-6122977,0.258,0.1078276428,0.26643437576688767
13,SE,chr2R:15936581-15937020-15937327-15937678,0.145,0.2187716077,0.1595459309408075
13,SE,chr3L:4563897-4564537-4564550-4578759,nan,-1.0,nan
13,SE,chrX:21376667-21379587-21379710-21379972,0.243,nan,nan
13,SE,chr2L:17401291-17401518-17401582-17402374,nan,0.2220001255,0.2351690310804333
13,SE,chr2L:4844773-4845086-4845159-4845253,-0.216,-0.1548487447,-0.18771243034047025
13,SE,chr3R:5651803-5651980-5652002-5652380,-0.089,-0.1103292537,-0.1752406272819314
13,SE,chr2R:12616942-12617071-12617201-12617455,0.69,nan,0.7188898103758552
13,SE,chr2R:19946379-19946429-19946525-19946571,0.031,nan,nan
13,SE,chr2L:5952628-5952988-5953058-5953415,0.258,0.2754419725,0.206545398675882
13,SE,chr2R:20587745-20589616-20589668-20595556,-0.175,-0.1048267299,-0.12640317946441562
13,SE,chr3R:26567746-26573503-26573771-26573853,-0.142,nan,-0.10923664820207209
13,SE,chr3R:5177886-5178700-5180832-5181056,-0.114,nan,-0.2472736565759821
13,SE,chr3R:24000781-24002421-24002548-24003415,0.61,0.3062202574,0.5799318711846015
13,SE,chr2R:21521120-21521177-21521403-21521616,0.177,nan,nan
13,SE,chrX:18407886-18409049-18409179-18409883,0.05,nan,nan
13,SE,chr2R:16645458-16645660-16647106-16650812,0.423,nan,nan
13,SE,chr3L:184073-184131-184261-184317,-0.031,nan,-0.06642029993218479
13,SE,chr2L:20738976-20739191-20740064-20749270,0.562,0.68674721,0.6255633411852912
13,SE,chrX:13801774-13801901-13802009-13802066,-0.147,nan,nan
13,SE,chr2R:13866976-13867124-13867304-13868155,0.097,nan,nan
13,SE,chr3R:16297346-16298044-16298123-16298469,-0.048,nan,-0.30149746625141327
13,SE,chrX:15083042-15083120-15083157-15083256,-0.08,nan,-0.056627147886099086
13,SE,chr2R:11581399-11581627-11582146-11583014,0.306,nan,nan
13,SE,chrX:811369-811593-811690-818405,-0.264,-0.4623664019,-0.15209339774557162
13,SE,chrX:16419050-16419203-16419771-16420049,-0.088,-0.1465548373,-0.13553235749406228
13,SE,chr2R:14946820-14947178-14947301-14947641,-0.152,nan,-0.15919228375110728
13,SE,chr3L:5161602-5161767-5161804-5162455,nan,-0.1245749506,-0.012961121265514235
13,SE,chrX:2484760-2486056-2486243-2486926,0.065,nan,0.07694085638768172
13,SE,chr2R:19309584-19309662-19309699-19309815,-0.534,-0.4708101458,-0.6024598990049037
13,SE,chr2L:7033019-7034198-7034274-7034483,-0.103,nan,-0.03785105250241516
13,SE,chr3R:10771973-10772112-10772605-10773134,0.023,nan,nan
13,SE,chr3L:5932318-5932405-5932465-5932524,-0.065,-0.2354289594,0.008131069289786241
13,SE,chr3R:10003252-10003373-10003651-10004655,0.211,nan,nan
13,SE,chrX:9631096-9638192-9638466-9640533,nan,-0.3278628323,0.17771614079873066
13,SE,chr2L:8000237-8000303-8000434-8003283,-0.146,nan,nan
13,SE,chr3R:9560032-9560274-9560614-9560922,0.737,0.654155522,0.7124009091462805
13,SE,chr3L:15602516-15604835-15605281-15606658,-0.228,nan,-0.3977063384958121
13,SE,chr3R:25747234-25749026-25749144-25749269,-0.054,-0.2399479503,-0.06827431827431818
13,SE,chrX:16359987-16360049-16360159-16360222,-0.068,nan,nan
13,SE,chr2L:16180247-16181803-16181912-16182778,-0.108,nan,-0.11873015873015871
13,SE,chrX:11396104-11399741-11399817-11400787,0.343,nan,nan
13,SE,chr3R:31058628-31060374-31060465-31061076,0.062,nan,nan
13,SE,chr2R:17521901-17523499-17523572-17524083,-0.598,nan,nan
13,SE,chr2L:22146997-22154797-22155409-22156620,-0.022,nan,nan
13,SE,chr2L:9521496-9523162-9523344-9533513,-0.039,nan,-0.04464346215978898
13,SE,chrX:17667739-17668106-17668158-17668275,-0.176,-0.1752072404,-0.22404164381845026
13,SE,chr2L:10256507-10257394-10257717-10257777,0.113,nan,0.06459636609424291
13,SE,chr3L:12274112-12275075-12275188-12276889,-0.082,nan,nan
13,SE,chr2L:13384023-13384656-13384795-13384986,0.442,0.4911592221,0.3744561323176314
13,SE,chrX:7087660-7091673-7092123-7098000,0.061,nan,nan
13,SE,chr2L:21371357-21374085-21376192-21376607,0.084,nan,nan
13,SE,chr3L:2500463-2501069-2501142-2503142,0.347,0.3353136389,0.31070401222346333
13,SE,chr3L:12370333-12371543-12371604-12371760,0.095,nan,0.1635068113474618
13,SE,chr3R:20798410-20802289-20802552-20805946,-0.239,nan,nan
13,SE,chr2L:8036577-8036836-8036894-8037089,-0.03,nan,-0.04270010006631896
13,SE,chr2L:14222082-14229458-14229537-14233647,nan,-0.3279643409,-0.11606006286857351
13,SE,chr2R:21205542-21205745-21205815-21208469,-0.025,nan,-0.06432950348107523
13,SE,chr2L:20356802-20356875-20359184-20360012,-0.132,nan,-0.18515696587206934
13,SE,chr3R:5275088-5291989-5292080-5292639,-0.077,nan,-0.044000661596915305
13,SE,chr2L:218886-226115-226509-227371,-0.363,nan,-0.30071366185155957
13,SE,chr2R:18624128-18624184-18624707-18624762,nan,0.3021052158,-0.016410719662752205
13,SE,chr2L:21275807-21277229-21278430-21281131,nan,-0.1805825851,-0.08199895773356564
13,SE,chrX:21133469-21133547-21133596-21133813,-0.209,nan,-0.1088479731352692
13,SE,chrX:22458261-22462399-22463273-22466164,-0.404,nan,-0.5367857892433497
13,SE,chr2L:73693-73819-73898-74902,nan,-0.1621806125,-0.05675622578794104
13,SE,chr3L:7364965-7366441-7366517-7367558,-0.33,nan,nan
13,SE,chr2R:14946604-14946703-14946820-14947178,0.315,nan,0.30197494463737085
13,SE,chr2R:15765253-15773040-15773254-15773815,nan,-0.192503866,0.002755110922360249
13,SE,chr2R:15947607-15948163-15948711-15948807,nan,-0.3760499373,-0.19686008111253345
13,SE,chrX:9095652-9096765-9096826-9097354,-0.187,nan,-0.2575360839191517
13,SE,chr3L:3901771-3902526-3902708-3902854,0.196,nan,nan
13,SE,chr3L:8357906-8358015-8358073-8358555,-0.107,-0.1555960565,-0.29288734616912293
13,SE,chr3L:7818224-7819987-7820030-7867240,-0.484,nan,-0.6615196078431372
13,SE,chr2R:12951350-12951845-12951879-12952172,0.104,0.0921653479,0.0728009902937275
13,SE,chr3L:3818921-3829418-3829862-3831720,nan,0.3661660301,0.10188237688237678
13,SE,chr3R:8941190-8941313-8941317-8941407,-0.105,-0.1001439388,-0.09890229116783776
13,SE,chr2R:5121653-5121772-5121841-5121982,-0.092,nan,-0.11740071619660922
13,SE,chr2R:17035009-17035654-17036408-17036816,0.436,nan,0.35711620711620706
13,SE,chr3R:27550482-27550584-27550708-27550872,-0.152,nan,-0.14513728907285228
13,SE,chrX:9328595-9330935-9331479-9332453,-0.407,-0.2810329408,-0.4433060976527652
13,SE,chr3R:27641495-27641841-27642939-27643814,-0.056,nan,-0.07573114383208328
13,SE,chr2L:8364980-8365039-8365105-8365152,0.026,nan,nan
13,SE,chr3R:15299348-15300109-15300181-15300746,0.158,nan,nan
13,SE,chr3R:25742526-25744365-25744543-25744683,0.763,0.5383107431,0.6650773542935755
13,SE,chr2R:6926299-6927389-6928152-6928508,-0.451,nan,-0.4866137566137566
13,SE,chr4:955051-956544-957890-958005,-0.107,nan,nan
13,SE,chr3L:9415467-9417651-9417815-9418343,0.153,nan,nan
13,SE,chr3L:3366311-3366443-3367011-3367514,0.067,nan,0.024229580481182178
13,SE,chr4:1185835-1186472-1186635-1187521,0.077,nan,nan
13,SE,chr2R:24393204-24393487-24393515-24396042,-0.102,nan,-0.21142566258700474
13,SE,chr2R:20885369-20886280-20886407-20886522,-0.285,nan,-0.1321428571428571
13,SE,chr3L:8797227-8797689-8797822-8798120,-0.535,-0.376941026,-0.5011954101848244
13,SE,chrX:9030897-9040037-9040317-9051036,0.475,nan,0.049893965683439345
13,SE,chr4:474769-474959-475105-477291,0.153,nan,nan
13,SE,chr2R:19401356-19406019-19406089-19407840,-0.578,nan,nan
13,SE,chrX:11398823-11399741-11399817-11400787,0.225,0.2779671185,0.07350342202170379
13,SE,chr4:1255999-1261951-1262094-1264655,-0.154,nan,nan
13,SE,chr3R:19593124-19594368-19594399-19594499,-0.112,nan,nan
13,SE,chrX:16278616-16278693-16278762-16280885,-0.392,nan,-0.6547619047619047
13,SE,chr3L:16959885-16960537-16960668-16962334,-0.067,nan,nan
13,SE,chrX:6062065-6063071-6063243-6063332,0.313,nan,0.2500557212558381
13,SE,chrX:15937755-15938231-15938336-15938757,-0.051,nan,-0.10775175162390326
13,SE,chr3L:12273621-12275075-12275188-12276889,-0.481,nan,nan
13,SE,chr2L:21129083-21130004-21130287-21132033,0.27,nan,nan
13,SE,chr3L:6754494-6754744-6754808-6755072,0.181,0.2078910522,0.02974304100877856
13,SE,chr3L:14706879-14736042-14736136-14744188,nan,-0.2380838163,0.022883295194507935
13,SE,chrX:22463273-22463691-22465523-22466164,0.686,nan,0.6383426515005464
13,SE,chrX:22458261-22462399-22463273-22463538,-0.353,nan,-0.4400932400932402
13,SE,chr3L:10151104-10153612-10153751-10154761,nan,0.7208205555,0.3666666666666666
13,SE,chr2R:24008146-24009570-24010784-24010922,0.132,nan,nan
13,SE,chr2R:10249828-10250368-10250587-10250878,-0.099,-0.0995922112,-0.11327032329809772
13,SE,chr3R:24035030-24035287-24035327-24035613,-0.644,-0.6475930741,-0.5861188033280698
13,SE,chr3L:4129792-4130388-4130644-4131120,-0.254,nan,-0.3552486936803706
13,SE,chr3L:3326713-3327342-3327554-3327859,-0.171,nan,nan
13,SE,chr3L:14113603-14116265-14116361-14118444,0.174,nan,nan
13,SE,chr3R:19482652-19483903-19484945-19485039,-0.435,-0.4654560481,-0.4622798706669673
13,SE,chr4:1015621-1022241-1023681-1026962,-0.058,nan,nan
13,SE,chr2L:10978707-10978879-10978964-10980444,-0.133,nan,-0.20586373479926703
13,SE,chr3L:22760241-22760788-22760810-22777110,nan,0.7016403985,0.41161123936690175
13,SE,chr3L:9050360-9061906-9062468-9064463,0.233,0.181160156,0.08826504213518693
13,SE,chr2R:21395046-21398064-21398581-21399174,0.425,0.3726346068,0.4113870219223397
13,SE,chr3R:30386597-30386717-30386829-30387463,-0.068,-0.0554455463,-0.0699651315674589
13,SE,chr3L:21203323-21205676-21206627-21207435,-0.034,nan,nan
13,SE,chr3L:1871918-1872353-1872471-1872581,-0.287,-0.3359193688,-0.27705167805991154
13,SE,chr3R:30038956-30039061-30039187-30039244,-0.02,nan,nan
13,SE,chr2R:8666312-8666767-8666795-8676471,0.14,nan,nan
13,SE,chr2L:19528370-19528770-19528997-19529991,-0.14,nan,nan
13,SE,chr2L:21743972-21746151-21747333-21756553,-0.338,nan,nan
13,SE,chrX:16004087-16004327-16004445-16005319,-0.21,nan,-0.22609080841638984
13,SE,chr2R:17521901-17522852-17522961-17524083,-0.511,nan,nan
13,SE,chrX:18515683-18517613-18517740-18517810,-0.067,nan,-0.10284197374331205
13,SE,chr2L:8246218-8246418-8246485-8246673,-0.145,nan,-0.0920827320827321
13,SE,chr2L:22312039-22325761-22325847-22363429,nan,0.2383811255,nan
13,SE,chr2R:9918849-9918963-9919063-9919446,0.148,nan,0.11755113349572854
13,SE,chr2L:21129083-21131230-21131464-21132033,0.377,nan,0.3370354086904021
13,SE,chr3L:19780280-19789963-19790255-19793453,-0.099,nan,nan
13,SE,chr3R:4236940-4236999-4237211-4237624,-0.047,nan,-0.1335285176918335
13,SE,chrX:12573410-12573724-12573860-12581571,-0.212,0.5061239699,-0.34638146167557926
13,SE,chr2R:10325895-10326361-10326539-10328782,0.39,nan,0.451010101010101
13,SE,chr3R:26044627-26045003-26045037-26045468,-0.219,-0.2175323507,-0.4368889287463499
13,SE,chr2R:6930371-6931842-6932698-6934065,-0.154,nan,-0.54085684430512
13,SE,chrX:11666980-11667196-11667245-11668238,-0.188,nan,-0.18439968843885612
13,SE,chr3L:16791691-16791818-16792336-16792440,0.068,nan,0.17514374204077418
13,SE,chr2R:6926299-6926472-6926592-6926669,-0.136,-0.2843409983,-0.30109942186778615
13,SE,chr3R:17675534-17675641-17675738-17676086,-0.265,-0.3457665699,-0.28252052931555016
13,SE,chr3L:11226802-11227672-11228089-11229112,-0.314,nan,-0.12354238567459996
13,SE,chr2L:7696207-7696593-7696808-7697976,-0.361,nan,nan
13,SE,chr2R:18424487-18424606-18424667-18424871,0.211,0.2520746798,0.22036966381694523
13,SE,chr3L:2579521-2585604-2585733-2586402,-0.065,nan,nan
13,SE,chr2L:1938620-1938864-1941394-1941581,-0.021,nan,-0.03505141503592786
13,SE,chr2R:23714119-23714665-23714900-23722209,0.018,nan,nan
13,SE,chr2L:10246040-10246184-10246534-10246899,-0.063,nan,-0.0693365893365894
13,SE,chr2R:21021318-21023064-21023166-21023433,-0.104,nan,nan
13,SE,chr4:137168-137222-137333-137390,0.058,nan,nan
13,SE,chr3R:28525308-28525416-28525588-28525870,0.332,nan,0.22658102667590313
13,SE,chrX:16373188-16374540-16374761-16374925,-0.085,nan,-0.07851246037477282
13,SE,chr3R:17108840-17109707-17109723-17110213,nan,-0.2779000484,-0.3584186995984749
13,SE,chr3R:13756663-13756889-13757028-13757182,0.47,nan,0.37373410902822674
13,SE,chr3R:19047449-19047676-19047726-19047987,0.03,-0.1790120069,0.01138824908357805
13,SE,chr2R:6930371-6933123-6933928-6934065,0.212,nan,0.4140587055221202
