k,EventType,EventID,rMATS,SUPPA2,ESGq
13,SE,chr3L:9830786-9830999-9831441-9831920,0.33,0.1810058945,0.48637222748974196
13,SE,chr3L:11620666-11620922-11621104-11621213,0.452,0.3516534329,0.43642653953522403
13,SE,chr3L:23099724-23100219-23100358-23102121,0.453,0.461948231,0.41119726565974035
13,SE,chrX:22463273-22463691-22465523-22466164,0.653,nan,nan
13,SE,chr3R:17675534-17675641-17675738-17676086,-0.3,-0.4305195712,-0.31983354047194956
13,SE,chr2R:21205542-21206876-21207513-21208469,0.241,0.3320820988,0.16473108951115606
13,SE,chrX:1102402-1119684-1119786-1134184,nan,0.2204971309,0.0444444444444444
13,SE,chr2R:11581399-11581627-11582146-11583014,0.391,nan,nan
13,SE,chrX:18113576-18113739-18113923-18114610,-0.169,-0.2204765786,-0.1778973275269562
13,SE,chrX:8875861-8876032-8876060-8876572,-0.048,nan,-0.04235638925209241
13,SE,chr2R:21205542-21205745-21205815-21208469,-0.03,nan,-0.018407075449328972
13,SE,chr3R:19753861-19754253-19754322-19760264,-0.306,nan,nan
13,SE,chr3L:1499338-1501345-1501407-1501798,-0.327,nan,-0.16742212036329684
13,SE,chr3R:16298551-16298830-16298897-16299590,-0.089,nan,-0.15842565938700398
13,SE,chrX:6577113-6577943-6583344-6585695,-0.215,nan,-0.14520697167755992
13,SE,chr2R:10620000-10637520-10637729-10637955,-0.224,-0.402638974,-0.22424242424242424
13,SE,chr2R:24393515-24394294-24395276-24396042,0.551,nan,-0.002581156281346142
13,SE,chr3R:19013450-19015790-19018484-19020928,-0.259,nan,0.17109658678286122
13,SE,chr2L:21743972-21746151-21747333-21756553,-0.44,nan,nan
13,SE,chr2L:11266558-11266881-11267047-11267150,nan,0.879645791,nan
13,SE,chr2L:17401291-17401518-17401582-17404060,nan,-0.2151537086,-0.15595415194345674
13,SE,chr4:467995-469156-469331-471013,0.185,nan,nan
13,SE,chr3L:15073195-15073306-15073331-15074324,nan,0.6933837523,-0.07460317460317462
13,SE,chr3R:16289840-16292475-16292551-16292723,-0.069,nan,-0.036994525133381875
13,SE,chr2L:7483628-7492184-7492227-7495512,nan,-0.6660114479,nan
13,SE,chr2R:17010536-17010886-17010977-17011153,0.292,nan,0.3192229263727373
13,SE,chr2L:19189101-19189181-19189329-19189445,0.643,0.6481114219,0.6446562416259386
13,SE,chr2R:2495024-2515642-2515909-2521440,0.077,nan,0.17607048421001908
13,SE,chr2L:12206131-12240867-12241781-12271590,nan,-0.6185412494,-0.009934398984790427
13,SE,chr3L:24741001-24748407-24748495-24757360,0.131,nan,0.22039808018068896
13,SE,chr3R:7859438-7861138-7861730-7864260,0.896,nan,nan
13,SE,chr3R:6393912-6405377-6405661-6405741,-0.146,nan,-0.10426634768740017
13,SE,chr3L:16063174-16063542-16063738-16063885,-0.062,nan,-0.08514492753623189
13,SE,chr3R:27066666-27066728-27066885-27069143,0.413,nan,-0.1367114367114367
13,SE,chr2R:2119245-2245971-2246007-2261828,nan,-0.65249292,-0.0563909774436091
13,SE,chr2R:10620000-10637523-10637729-10637955,-0.205,nan,nan
13,SE,chr3R:8793368-8793977-8794092-8796704,-0.18,nan,-0.19981739824796269
13,SE,chr2R:17522961-17523499-17523572-17523823,-0.142,-0.5617923466,nan
13,SE,chrX:2476030-2478422-2478507-2480733,-0.18,nan,-0.17967259553792253
13,SE,chr3R:25747234-25748102-25748226-25749269,-0.333,-0.8213270581,nan
13,SE,chr2R:21022463-21023064-21023166-21023433,0.135,nan,nan
13,SE,chr2L:7234998-7236144-7236352-7237686,-0.103,nan,-0.11469448425970175
13,SE,chr2R:9126067-9126180-9126214-9127026,0.242,0.3176591453,0.19052464358705468
13,SE,chr2R:10151053-10152377-10152423-10152903,-0.091,nan,-0.12099163186119707
13,SE,chr4:1038438-1043467-1043525-1045155,-0.365,-0.4131416934,-0.41747333371210876
13,SE,chr2L:17213-18025-18169-18260,nan,-0.5560067964,-0.26268260523579673
13,SE,chr3R:27705852-27706259-27706502-27706554,-0.358,nan,-0.6299663299663301
13,SE,chr2R:13488133-13488916-13489049-13491434,-0.367,-0.7177294447,0.033333333333333326
13,SE,chrX:10357814-10357994-10358004-10358085,-0.051,nan,-0.03864065646908318
13,SE,chr2L:8713371-8734466-8735201-8740384,nan,0.4343840975,-0.07984496124031004
13,SE,chr3R:27568592-27580156-27580326-27581588,-0.62,nan,nan
13,SE,chr2R:23565051-23581314-23581469-23596891,-0.847,nan,-0.7919799498746868
13,SE,chr2L:19437846-19438008-19438134-19440663,-0.792,nan,nan
13,SE,chr3R:26256308-26256473-26256624-26256932,-0.094,-0.1488627908,-0.05316565339265272
13,SE,chrX:12573410-12573724-12573860-12581571,-0.297,0.4679085975,-0.045454545454545414
13,SE,chr2R:10113652-10114125-10114235-10114916,0.403,nan,nan
13,SE,chr2R:19538392-19564461-19564513-19574002,-0.733,nan,nan
13,SE,chrX:18091391-18091554-18091655-18091951,-0.028,-0.0769372934,-0.07949545338907599
13,SE,chrX:16004087-16004327-16004394-16005319,-0.298,nan,nan
13,SE,chrX:12573410-12573724-12573815-12581571,-0.148,nan,-0.14204742625795264
13,SE,chr3R:9631855-9632106-9632301-9632376,-0.349,-0.2335800637,-0.33694985662333005
13,SE,chr3L:184073-184131-184261-184317,-0.055,nan,-0.09396466457980102
13,SE,chr4:883642-885453-885463-885759,-0.26,-0.3482417763,-0.3673389957792649
13,SE,chr2R:15936581-15937678-15937880-15938446,nan,-0.1077842247,-0.03944584587037128
13,SE,chr2L:7696207-7697006-7697158-7697976,-0.5,nan,nan
13,SE,chrX:15820554-15821008-15821774-15823186,-0.163,nan,-0.2045936654231585
13,SE,chrX:16550466-16551474-16551490-16552339,0.338,0.3056737422,0.2634088726152372
13,SE,chr2L:8304578-8304661-8304773-8304843,0.186,nan,0.15562456866804708
13,SE,chrX:13752028-13754829-13755062-13755252,nan,0.2588839591,nan
13,SE,chr2R:9124146-9124743-9125221-9125550,0.14,0.1458483541,0.22003654169455472
13,SE,chr2R:18288389-18288559-18288728-18289534,0.531,nan,0.7045387852110541
13,SE,chr3R:18379365-18380212-18380355-18381031,0.072,nan,0.04682374682374681
13,SE,chr3R:11197849-11204564-11204832-11206905,-0.789,nan,nan
13,SE,chr2R:19138262-19139140-19139350-19139693,0.411,0.2897216147,0.36233119095639166
13,SE,chr3R:5651803-5651980-5652002-5652380,-0.098,nan,-0.13384985225362386
13,SE,chrX:13833032-13834170-13834207-13834814,-0.535,-0.700529886,-0.608443296997514
13,SE,chr2L:22844848-22848969-22849093-22849213,0.312,0.3710499089,0.37625310829577474
13,SE,chr2L:11800323-11802370-11803675-11803784,-0.095,nan,nan
13,SE,chr3R:15299348-15300109-15300181-15300746,0.171,nan,nan
13,SE,chr2L:199744-199902-199984-200119,-0.182,nan,-0.16666666666666666
13,SE,chr3R:27568592-27580156-27580326-27582001,-0.691,nan,-0.7966179306576947
13,SE,chr2R:23700591-23700800-23700870-23702110,-0.574,-0.2794620586,-0.5853886853886854
13,SE,chrX:11579125-11579348-11579400-11579669,-0.135,nan,nan
13,SE,chr2L:12477167-12516483-12517186-12536274,-0.089,nan,-0.10616094066022147
13,SE,chr2L:7697158-7697400-7697582-7698724,-0.32,nan,nan
13,SE,chr2R:13821558-13821765-13822176-13824283,-0.432,nan,nan
13,SE,chr3R:13696347-13696443-13696769-13696826,-0.233,nan,-0.014478180718589945
13,SE,chr3R:25742526-25744365-25744543-25744683,0.74,0.5173524864,0.6829832845666175
13,SE,chr3R:19850953-19851064-19851131-19851831,0.07,nan,nan
13,SE,chr3R:5599365-5600037-5600309-5601014,0.305,nan,nan
13,SE,chr2L:10978982-10979632-10979714-10980444,0.833,nan,0.7611111111111112
13,SE,chr4:878993-881842-881950-882616,0.113,nan,nan
13,SE,chr2L:4844773-4845086-4845159-4845253,-0.269,-0.161591008,-0.22989010346393812
13,SE,chr2R:12512784-12512872-12513260-12513359,nan,-0.5222582089,-0.4647375646534131
13,SE,chr3R:16632769-16634373-16634383-16635085,0.267,nan,nan
13,SE,chrX:18106932-18109469-18109571-18110503,-0.237,nan,nan
13,SE,chr3R:31043471-31043717-31043796-31044054,0.273,nan,0.35235149767253593
13,SE,chr3R:17648096-17651321-17651382-17660646,nan,0.5639135589,nan
13,SE,chr2R:23923030-23924001-23924095-23924415,0.464,0.4344750297,0.43445254868443023
13,SE,chrX:3773035-3775814-3777361-3781654,nan,0.8791730855,nan
13,SE,chr3R:8357096-8357336-8357457-8358470,-0.403,-0.3134884772,-0.35014105258347483
13,SE,chr2R:15936581-15937678-15937880-15938114,0.525,nan,nan
13,SE,chr2L:6678757-6678911-6679263-6679985,-0.129,-0.2147738396,-0.11558163795410045
13,SE,chr4:99476-104082-104529-107402,-0.395,nan,-0.5148629148629149
13,SE,chr3R:9560032-9560271-9560614-9560922,0.717,0.5955848716,0.5623432746528174
13,SE,chr3R:16289840-16292475-16292542-16292723,-0.048,nan,-0.10033670033670036
13,SE,chr3L:22716203-22716297-22716415-22716568,0.142,nan,0.05112781954887213
13,SE,chr2R:16085621-16086930-16087726-16088304,0.565,0.341200783,nan
13,SE,chr3L:12851723-12852231-12852278-12852426,-0.055,nan,nan
13,SE,chr3R:26555652-26556213-26556289-26566360,-0.163,-0.2709588047,-0.26621315192743766
13,SE,chr3R:27254729-27255015-27255025-27255089,0.742,0.7204030218,0.6361765362406065
13,SE,chr3L:14776986-14777105-14777242-14777338,0.49,0.4161253471,0.4715537469529308
13,SE,chr3L:4127163-4128613-4128974-4129650,0.428,nan,0.5394546973494342
13,SE,chrX:7087660-7088577-7088768-7091673,-0.209,nan,-0.33659517590651017
13,SE,chr2L:17385896-17394432-17394493-17400395,0.227,nan,nan
13,SE,chr2R:24672307-24672550-24672852-24675062,-0.599,-0.4513022371,-0.5115183353617518
13,SE,chr2L:19717455-19719702-19720000-19725894,0.322,nan,nan
13,SE,chrX:19742893-19743443-19743707-19744261,-0.087,nan,nan
13,SE,chr3R:27261944-27262115-27262161-27262226,-0.216,nan,-0.5895061728395061
13,SE,chr2R:19174122-19174576-19174784-19174881,0.06,nan,-0.050481801080580535
13,SE,chr2L:4190825-4191774-4191897-4192632,0.104,nan,nan
13,SE,chr3R:9560032-9560274-9560614-9560922,0.698,0.6240804617,0.7547031822955996
13,SE,chrX:2484760-2486056-2486243-2486926,-0.09,nan,-0.07396314742525538
13,SE,chr2R:16783883-16784769-16784909-16788154,nan,0.4336707193,nan
13,SE,chr2L:12222338-12240867-12241781-12271590,nan,0.358823118,-0.9212622143946398
13,SE,chr3L:8450458-8451774-8452129-8461971,nan,0.42006492,0.13923436041083082
13,SE,chrX:3706252-3707367-3707492-3708743,0.473,0.2939718902,0.3940596536815726
13,SE,chr3R:22020609-22020701-22020723-22020824,-0.038,nan,-0.03275641682262293
13,SE,chr2R:19237064-19237327-19237442-19238151,-0.077,nan,-0.15633528265107213
13,SE,chr3R:11591308-11591994-11592013-11592366,-0.165,-0.1308945307,-0.20155897125684746
13,SE,chr2R:20470121-20470413-20470579-20471540,-0.235,nan,-0.5241993873572821
13,SE,chr3L:9353229-9353512-9353519-9353737,0.155,nan,0.22412994016015972
13,SE,chr2R:15221981-15222043-15222426-15222496,-0.183,-0.5732023831,-0.2816205533596837
13,SE,chr2R:24672307-24672550-24673317-24674972,-0.27,nan,-0.21683496571473365
13,SE,chr3R:27550482-27550584-27550708-27550872,-0.117,nan,-0.09395772238514177
13,SE,chr2L:13274851-13274989-13275062-13275587,-0.027,nan,-0.09233613345436291
13,SE,chrX:15899075-15899443-15899456-15901543,0.411,nan,0.35545858275122655
13,SE,chr3R:16298551-16299590-16299690-16301244,0.144,nan,nan
13,SE,chr3R:25048791-25048878-25048909-25049271,-0.137,-0.1496746341,-0.20556342953388582
13,SE,chr3R:27675881-27675949-27675998-27676054,0.191,nan,nan
13,SE,chr3L:1716557-1716674-1716708-1716796,0.277,nan,0.31586137431372147
13,SE,chr3L:7926838-7927759-7927821-7927916,0.386,0.3814010711,0.34985021786492376
13,SE,chrX:21628710-21628843-21629793-21629973,-0.314,nan,-0.06666666666666676
13,SE,chr2L:2890917-2945029-2945793-2946708,0.299,nan,0.32450824029771397
13,SE,chr2L:5043384-5044582-5044690-5045821,-0.045,nan,-0.05696594427244582
13,SE,chr3L:16111882-16111997-16112099-16112331,-0.09,nan,-0.04404083570750239
13,SE,chr2L:20874433-20875079-20875137-20876911,0.763,0.5427991134,0.6522172550821446
13,SE,chr3R:10003252-10004409-10004443-10004655,0.428,nan,nan
13,SE,chr3R:11989329-11992071-11992144-11992741,-0.318,-0.177716394,-0.10125858123569795
13,SE,chr3L:2500463-2501069-2501142-2502594,0.455,nan,0.6023632705886495
13,SE,chr2R:9126214-9127026-9127163-9127418,-0.091,nan,-0.11046396564617848
13,SE,chr3L:9431334-9433898-9434047-9434395,nan,-0.7975572286,nan
13,SE,chr2L:21062609-21069354-21069646-21071302,-0.156,nan,nan
13,SE,chr3R:21792147-21803328-21803390-21817100,-0.122,nan,nan
13,SE,chrX:8410690-8418350-8418427-8423183,nan,0.3874361939,-0.062376190645647256
13,SE,chr2R:10470750-10471213-10471274-10471439,0.135,nan,nan
13,SE,chr3L:7535645-7535883-7536436-7536975,-0.561,-0.4417864481,-0.46140626866094814
13,SE,chr2R:19309584-19309662-19309699-19309815,-0.616,nan,-0.7883608583305248
13,SE,chr3L:830342-830621-830729-830907,-0.477,-0.3711457802,-0.40961348756159177
13,SE,chrX:5665487-5665541-5665628-5665687,-0.041,nan,-0.03639069264069264
13,SE,chr3R:5707942-5708020-5708183-5708498,-0.35,nan,-0.3083089583089583
13,SE,chrX:9099462-9100512-9100658-9101095,-0.264,nan,nan
13,SE,chr4:329429-337535-337548-342921,-0.292,nan,0.2245115995115995
13,SE,chr3L:6550870-6551763-6551950-6562321,nan,-0.6478033895,0.15954184704184693
13,SE,chr2R:18131046-18131135-18131190-18131281,-0.177,nan,-0.1299972098055632
13,SE,chr3R:24306884-24307353-24307675-24308195,-0.422,nan,nan
13,SE,chr3R:26962452-26962539-26963081-26963157,-0.216,-0.1791654595,-0.2350025041947914
13,SE,chr3L:8985232-8985283-8985309-8985418,-0.277,nan,0.060459910459910615
13,SE,chr2L:6122411-6122697-6122854-6122977,0.256,0.1395768371,0.25000812586594434
13,SE,chr3R:25638034-25646681-25646744-25647498,nan,-0.5119271051,nan
13,SE,chrX:22458261-22462399-22463273-22463538,-0.461,nan,-0.26666666666666666
13,SE,chrX:16828076-16829039-16829127-16834611,-0.05,nan,-0.22261472320390022
13,SE,chr2R:2553878-2562626-2562806-2565118,nan,-0.231685529,-0.5075084557843179
13,SE,chr2L:111118-111906-112020-112689,0.205,nan,0.15249659082608924
13,SE,chr2R:15936581-15938114-15938268-15938446,-0.103,nan,nan
13,SE,chr3R:13698282-13698342-13698860-13699067,-0.284,-0.2258706678,-0.35520095310644384
13,SE,chrX:13770143-13770765-13770805-13771127,0.646,0.2077244126,0.624520214588337
13,SE,chr3L:2253987-2255538-2255823-2257111,-0.14,0.3904202546,-0.06749638932722335
13,SE,chr3L:7898855-7900079-7901454-7901614,0.416,nan,0.4009457677212273
13,SE,chr2R:12576994-12577453-12578552-12579128,0.318,0.2317103207,0.49226006191950467
13,SE,chr2R:6935109-6935214-6935296-6935422,nan,-0.2359198538,0.368431506821886
13,SE,chr3R:14316204-14316310-14316381-14316476,-0.47,-0.3649060794,-0.26732945897329463
13,SE,chr3L:16066830-16068112-16068944-16070119,0.515,0.3065605289,0.557003264426313
13,SE,chr3L:136336-141563-141692-141769,0.105,nan,nan
13,SE,chr3R:31390199-31390297-31390360-31390588,0.086,nan,0.1420323057936329
13,SE,chr3R:31969786-31975447-31975966-31979522,0.108,nan,0.239329354930378
13,SE,chr3R:15936341-15944948-15944997-15951601,0.445,nan,0.4897700408338707
13,SE,chr3R:26598713-26599107-26599294-26601246,-0.198,nan,-0.3492063492063492
13,SE,chr4:694417-695213-695338-695696,0.429,nan,0.31670522963626413
13,SE,chr3R:21008241-21008721-21008737-21011266,0.583,nan,0.14656084656084645
13,SE,chr3L:12001091-12001726-12001932-12002585,-0.369,nan,-0.37909987458611244
13,SE,chr2R:13187909-13197676-13198160-13198212,nan,0.5225217291,0.16783250849747022
13,SE,chrX:17667739-17668106-17668158-17668275,-0.221,-0.1810310463,-0.24589133283085013
13,SE,chr2L:16783662-16783832-16783912-16784250,-0.407,nan,nan
13,SE,chrX:15072649-15073340-15073392-15073936,-0.102,nan,-0.06089491844492079
13,SE,chrX:6577113-6577943-6578292-6585695,-0.266,nan,-0.34583681425786694
13,SE,chr2L:19611627-19643330-19643373-19644267,nan,-0.8072869215,nan
13,SE,chr2L:20016-20830-20974-21065,nan,-0.9161571731,nan
13,SE,chrX:17580098-17588987-17589096-17596656,0.126,0.2291228667,0.0904977375565611
13,SE,chr2R:24978819-24979532-24979662-24984649,0.029,-0.2448224752,0.031031315083227318
13,SE,chr3L:5932318-5932405-5932465-5932524,-0.102,-0.1642925268,-0.05946005105825125
13,SE,chrX:21133469-21133547-21133596-21133813,-0.17,nan,0.07142857142857142
13,SE,chr3R:31788198-31788659-31788845-31789496,-0.099,nan,-0.11359783155237166
13,SE,chr3R:13696347-13696436-13696769-13696826,-0.248,nan,nan
13,SE,chr3R:18573526-18577566-18577585-18586278,-0.171,nan,-0.028766484154415073
13,SE,chr3L:20771865-20772604-20772964-20773793,-0.466,-0.2187051079,-0.3328028778733004
13,SE,chr3R:30386597-30386717-30386829-30387463,-0.065,nan,-0.06913460094227852
13,SE,chr3L:2500463-2501069-2501142-2503142,0.319,0.3089209058,0.3768305523494502
13,SE,chr2L:11272292-11272496-11272619-11272684,0.333,nan,0.16666666666666663
13,SE,chr2R:12576994-12577453-12578286-12579128,0.111,nan,0.09161739344666173
13,SE,chr3R:10162311-10163032-10163078-10163198,0.301,0.3203630417,0.3035407674546188
13,SE,chr3L:12207938-12212652-12212768-12213092,0.302,nan,0.32048119870860675
13,SE,chr3L:19487250-19487674-19487768-19487969,-0.19,nan,-0.09340089758808978
13,SE,chrX:4674620-4676253-4676573-4679264,0.114,nan,nan
13,SE,chr3R:30389329-30389415-30389443-30389696,-0.031,nan,-0.032209774986715706
13,SE,chr2R:15773967-15774427-15774758-15777177,-0.182,nan,-0.21764447801743228
13,SE,chr2R:18758127-18758224-18758285-18758450,nan,-0.2342348258,-0.03039649331444443
13,SE,chrX:15072968-15073340-15073392-15073936,0.074,nan,0.1786936683961856
13,SE,chr2L:17969519-17971871-17972004-17972262,-0.104,nan,-0.0242622950819672
13,SE,chr2L:3884519-3886983-3887557-3889430,0.185,nan,-0.11818181818181817
13,SE,chr2R:18757523-18757622-18757929-18758030,-0.787,-0.6970106254,-0.7545843626760785
13,SE,chr2R:24772796-24772940-24773004-24773211,0.258,0.1896001499,0.22072049965953683
13,SE,chr3R:4795065-4795736-4795821-4799691,nan,-0.451757203,-0.02433862433862434
13,SE,chr3R:18011256-18012095-18012151-18013147,0.099,nan,nan
13,SE,chr3L:236428-236862-236907-239054,-0.194,nan,-0.31240138425449737
13,SE,chr3R:20958168-20960725-20960826-20963724,-0.054,nan,-0.02599266620275613
13,SE,chr3R:16626217-16629559-16629599-16631608,-0.114,nan,-0.06767927395042378
13,SE,chr3L:11167609-11167818-11167915-11168136,-0.408,-0.3409701493,-0.4199655331771627
13,SE,chr3L:18460070-18460223-18460347-18460868,-0.171,nan,-0.19555555555555548
13,SE,chr2R:17520929-17521831-17521907-17522852,0.315,nan,0.19259259259259254
13,SE,chr2R:9477138-9477218-9477247-9477373,-0.23,nan,-0.28674375733199264
13,SE,chr3R:6391989-6393731-6393912-6405741,-0.393,nan,nan
13,SE,chr2L:17401291-17401515-17401582-17402374,-0.022,0.2157562675,0.09450077254955302
13,SE,chr3R:23764960-23765100-23765179-23765511,0.037,nan,0.032666197020398705
13,SE,chr3L:236428-236553-236756-236862,-0.141,nan,nan
13,SE,chr2R:24139862-24154687-24155043-24155803,-0.432,nan,-0.4255856543492495
13,SE,chr4:1020016-1022241-1023681-1026962,nan,0.8795834244,nan
13,SE,chr4:1040079-1043467-1043522-1045155,-0.556,-0.6424761596,-0.276494529435706
13,SE,chr2L:16697644-16698138-16698349-16698961,-0.016,nan,nan
13,SE,chr3L:6562419-6562566-6562840-6590603,-0.64,-0.38492437,-0.5075036075036076
13,SE,chr2R:9761989-9762041-9762277-9762722,0.103,nan,nan
13,SE,chr3L:16077283-16077722-16077810-16080758,-0.518,-0.2489824801,-0.549499485483262
13,SE,chr3R:27657956-27658066-27658114-27658468,0.418,0.3393811844,0.4118898504367148
13,SE,chr2L:5548710-5549016-5549077-5549443,-0.449,-0.3961037386,-0.5119451218303298
13,SE,chr2R:6729074-6730072-6730115-6731439,0.09,0.2829879339,0.2861538461538462
13,SE,chrX:6577113-6577943-6578292-6585692,-0.368,nan,-0.29385429385429385
13,SE,chr2L:17394493-17398596-17398717-17398853,-0.112,nan,nan
13,SE,chrX:4353614-4353943-4354024-4354470,0.428,nan,nan
13,SE,chr3R:5599365-5600037-5600168-5600287,0.413,0.3473240691,0.3397064417228207
13,SE,chr2L:14222082-14229531-14229537-14233647,nan,-0.2122297585,0.07017543859649111
13,SE,chrX:18515683-18517613-18517740-18517810,-0.093,nan,-0.14430769131099888
13,SE,chr3L:4127163-4130388-4130644-4131120,-0.671,-0.4837709519,-0.9585209311236709
13,SE,chrX:22498620-22502635-22502870-22503368,0.073,nan,-0.056861244166650504
13,SE,chr3L:314318-318990-319514-319746,-0.532,nan,nan
13,SE,chr2R:10249828-10250368-10250587-10250878,-0.115,-0.1123099405,-0.1342865690223058
13,SE,chr2R:6926299-6926669-6926822-6927389,0.265,nan,0.18935574229691876
13,SE,chr3L:19919291-19919358-19919521-19920153,-0.599,-0.5620783853,-0.4373849998240242
13,SE,chr2L:5548710-5549016-5549082-5549443,-0.374,nan,nan
13,SE,chrX:7087660-7088577-7088750-7091673,-0.218,nan,-0.14343434343434344
